Random waveform, supplied seed
Total number of intervals = 96 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648)
Average QPS expected = 51748
Timestamp start: 1684941973193
Timestamp end: 1684942933603

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      331.7   179.2   148.8   203.4   214.6   299.9   358.1   392.7   418.8   449.5   485.4   535.0   660.3  1571.2  7464.0  65813.2    65908
read      344.0   258.3   160.7   203.5   215.6   341.5   389.2   409.5   423.0   436.4   457.1   486.4   573.7  2537.0  8721.2  16909.1    16889
read      335.6   187.8   148.8   197.7   209.2   305.7   370.4   408.5   433.9   460.1   489.9   533.0   662.2  1606.8  7928.6  42923.3    42912
read      316.3   181.2   148.8   203.4   214.5   292.6   337.2   363.6   383.7   407.7   441.4   493.1   607.7  1740.1  7791.5  99795.9    99898
read      341.5   246.2   148.8   199.5   211.2   316.2   391.8   421.4   439.5   459.2   482.3   515.1   605.8  1695.1 12147.7  26451.3    26385
read      345.7   208.8   160.7   200.7   212.4   331.3   397.6   423.4   439.7   458.3   480.3   513.4   619.8  2393.3  8360.8  22616.9    22616
read      334.3   211.8   148.8   197.3   208.8   303.3   366.3   403.2   429.8   458.3   490.5   535.5   654.8  1559.3  8643.3  50516.3    50605
read      318.2   163.9   148.8   200.3   211.3   292.1   340.5   369.0   391.1   417.8   452.6   502.4   623.0  1922.4  6596.4  90335.5    90283
read      344.2   226.1   148.8   202.0   213.2   315.1   394.2   426.1   445.9   466.2   491.3   526.2   615.2  2712.5  8704.0  26384.9    26273
read      332.4   214.2   160.7   197.7   209.1   299.5   362.4   400.9   428.1   456.5   488.3   532.5   645.2  1678.4  9324.1  48481.7    48521
read      334.8   214.0   148.8   195.7   207.3   302.8   377.2   415.5   438.3   461.0   487.4   524.9   635.8  1474.2  8704.5  34107.6    34058
read      321.9   181.7   148.8   199.6   210.6   293.1   345.2   375.7   400.0   429.6   464.8   512.2   636.6  1671.5  7739.9  75608.9    75648

Total QPS = 51753.2 (49683100 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 12271725453 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.94%,48.48%,100.00%
